attendance_id,student_id,enrollment_no,subject_id,subject_name,faculty_id,lecture_date,lecture_number,day_name,department_code,semester_no,academic_year,attendance_status
1016,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1017,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1018,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1019,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,A
1020,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1021,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1022,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1023,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1024,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1025,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1026,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,A
1027,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1028,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1029,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1030,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1031,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1032,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1033,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1034,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1035,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1036,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1037,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1038,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1039,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1040,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1041,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1042,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1043,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1044,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,A
1045,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1046,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1047,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1048,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,A
1049,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1050,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-06-30,5,Tuesday,1,7,2026-2027,P
1051,STU000001,2023010001,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1052,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1053,STU000002,2023010002,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1054,STU000002,2023010002,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1055,STU000003,2023010003,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1056,STU000003,2023010003,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1057,STU000004,2023010004,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1058,STU000004,2023010004,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1059,STU000005,2023010005,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1060,STU000005,2023010005,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1061,STU000006,2023010006,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1062,STU000006,2023010006,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1063,STU000007,2023010007,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1064,STU000007,2023010007,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1065,STU000008,2023010008,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1066,STU000008,2023010008,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1067,STU000009,2023010009,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1068,STU000009,2023010009,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1069,STU000010,2023010010,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1070,STU000010,2023010010,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1071,STU000011,2023010011,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1072,STU000011,2023010011,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1073,STU000012,2023010012,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1074,STU000012,2023010012,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1075,STU000013,2023010013,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1076,STU000013,2023010013,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1077,STU000014,2023010014,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1078,STU000014,2023010014,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1079,STU000015,2023010015,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1080,STU000015,2023010015,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1081,STU000016,2023010016,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,A
1082,STU000016,2023010016,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1083,STU000017,2023010017,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1084,STU000017,2023010017,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1085,STU000018,2023010018,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1086,STU000018,2023010018,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1087,STU000019,2023010019,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1088,STU000019,2023010019,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1089,STU000020,2023010020,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1090,STU000020,2023010020,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1091,STU000021,2023010021,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1092,STU000021,2023010021,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1093,STU000022,2023010022,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1094,STU000022,2023010022,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1095,STU000023,2023010023,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1096,STU000023,2023010023,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1097,STU000024,2023010024,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1098,STU000024,2023010024,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1099,STU000025,2023010025,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1100,STU000025,2023010025,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1101,STU000026,2023010026,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,A
1102,STU000026,2023010026,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1103,STU000027,2023010027,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1104,STU000027,2023010027,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1105,STU000028,2023010028,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1106,STU000028,2023010028,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1107,STU000029,2023010029,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1108,STU000029,2023010029,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1109,STU000030,2023010030,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1110,STU000030,2023010030,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1111,STU000031,2023010031,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1112,STU000031,2023010031,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1113,STU000032,2023010032,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1114,STU000032,2023010032,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1115,STU000033,2023010033,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,A
1116,STU000033,2023010033,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1117,STU000034,2023010034,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1118,STU000034,2023010034,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1119,STU000035,2023010035,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1120,STU000035,2023010035,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1121,STU000036,2023010036,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1122,STU000036,2023010036,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1123,STU000037,2023010037,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1124,STU000037,2023010037,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1125,STU000038,2023010038,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1126,STU000038,2023010038,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1127,STU000039,2023010039,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1128,STU000039,2023010039,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1129,STU000040,2023010040,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1130,STU000040,2023010040,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1131,STU000041,2023010041,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1132,STU000041,2023010041,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1133,STU000042,2023010042,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1134,STU000042,2023010042,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1135,STU000043,2023010043,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,A
1136,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1137,STU000044,2023010044,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1138,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1139,STU000045,2023010045,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1140,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1141,STU000046,2023010046,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1142,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1143,STU000047,2023010047,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1144,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1145,STU000048,2023010048,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1146,STU000048,2023010048,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1147,STU000049,2023010049,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,P
1148,STU000049,2023010049,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,A
1149,STU000050,2023010050,SUB0051,Human Computer Interaction,FAC006,2026-07-01,4,Wednesday,1,7,2026-2027,A
1150,STU000050,2023010050,SUB0054,Natural Language Processing,FAC009,2026-07-01,4,Wednesday,1,7,2026-2027,P
1151,STU000001,2023010001,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1152,STU000002,2023010002,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1153,STU000003,2023010003,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1154,STU000004,2023010004,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1155,STU000005,2023010005,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1156,STU000006,2023010006,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1157,STU000007,2023010007,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1158,STU000008,2023010008,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1159,STU000009,2023010009,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1160,STU000010,2023010010,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1161,STU000011,2023010011,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1162,STU000012,2023010012,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1163,STU000013,2023010013,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1164,STU000014,2023010014,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1165,STU000015,2023010015,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1166,STU000016,2023010016,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1167,STU000017,2023010017,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1168,STU000018,2023010018,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1169,STU000019,2023010019,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1170,STU000020,2023010020,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1171,STU000021,2023010021,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1172,STU000022,2023010022,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1173,STU000023,2023010023,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1174,STU000024,2023010024,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1175,STU000025,2023010025,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1176,STU000026,2023010026,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1177,STU000027,2023010027,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1178,STU000028,2023010028,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1179,STU000029,2023010029,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1180,STU000030,2023010030,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1181,STU000031,2023010031,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1182,STU000032,2023010032,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1183,STU000033,2023010033,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1184,STU000034,2023010034,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1185,STU000035,2023010035,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1186,STU000036,2023010036,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1187,STU000037,2023010037,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1188,STU000038,2023010038,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1189,STU000039,2023010039,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1190,STU000040,2023010040,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1191,STU000041,2023010041,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1192,STU000042,2023010042,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1193,STU000043,2023010043,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1194,STU000044,2023010044,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1195,STU000045,2023010045,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1196,STU000046,2023010046,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1197,STU000047,2023010047,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,A
1198,STU000048,2023010048,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1199,STU000049,2023010049,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1200,STU000050,2023010050,SUB0050,Software Engineering,FAC005,2026-07-01,5,Wednesday,1,7,2026-2027,P
1201,STU000001,2023010001,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1202,STU000002,2023010002,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1203,STU000003,2023010003,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1204,STU000004,2023010004,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,A
1205,STU000005,2023010005,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1206,STU000006,2023010006,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1207,STU000007,2023010007,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1208,STU000008,2023010008,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1209,STU000009,2023010009,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1210,STU000010,2023010010,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1211,STU000011,2023010011,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,A
1212,STU000012,2023010012,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1213,STU000013,2023010013,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,A
1214,STU000014,2023010014,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1215,STU000015,2023010015,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1216,STU000016,2023010016,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1217,STU000017,2023010017,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1218,STU000018,2023010018,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1219,STU000019,2023010019,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
1220,STU000020,2023010020,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,A
1221,STU000021,2023010021,SUB0055,Deep Learning Laboratory,FAC010,2026-07-02,3,Thursday,1,7,2026-2027,P
